recall,std_dev,criterion,max_depth,min_samples_leaf,min_samples_split
0.23369565217391303,0.12181674544453827,gini,0,1,2
0.25,0.03367811605397754,gini,0,1,5
0.2757246376811594,0.0664299515151643,gini,0,1,10
0.2670289855072464,0.06026267503272985,gini,0,1,15
0.3018115942028986,0.09579479924441009,gini,0,1,20
0.23224637681159419,0.1122697414890685,gini,0,5,2
0.23224637681159419,0.1122697414890685,gini,0,5,5
0.23224637681159419,0.1122697414890685,gini,0,5,10
0.22355072463768116,0.13368730581543592,gini,0,5,15
0.2496376811594203,0.13565248358691276,gini,0,5,20
0.22427536231884057,0.11613209059458336,gini,0,10,2
0.22427536231884057,0.11613209059458336,gini,0,10,5
0.22427536231884057,0.11613209059458336,gini,0,10,10
0.22427536231884057,0.11613209059458336,gini,0,10,15
0.22427536231884057,0.11613209059458336,gini,0,10,20
0.19855072463768114,0.1193696248230377,gini,0,15,2
0.19855072463768114,0.1193696248230377,gini,0,15,5
0.19855072463768114,0.1193696248230377,gini,0,15,10
0.19855072463768114,0.1193696248230377,gini,0,15,15
0.19855072463768114,0.1193696248230377,gini,0,15,20
0.24891304347826085,0.1580241899598804,gini,0,20,2
0.24891304347826085,0.1580241899598804,gini,0,20,5
0.24891304347826085,0.1580241899598804,gini,0,20,10
0.24891304347826085,0.1580241899598804,gini,0,20,15
0.24891304347826085,0.1580241899598804,gini,0,20,20
0.3184782608695652,0.12366489263763385,gini,2,1,2
0.3184782608695652,0.12366489263763385,gini,2,1,5
0.3184782608695652,0.12366489263763385,gini,2,1,10
0.3184782608695652,0.12366489263763385,gini,2,1,15
0.3184782608695652,0.12366489263763385,gini,2,1,20
0.3184782608695652,0.12366489263763385,gini,2,5,2
0.3184782608695652,0.12366489263763385,gini,2,5,5
0.3184782608695652,0.12366489263763385,gini,2,5,10
0.3184782608695652,0.12366489263763385,gini,2,5,15
0.3184782608695652,0.12366489263763385,gini,2,5,20
0.3184782608695652,0.12366489263763385,gini,2,10,2
0.3184782608695652,0.12366489263763385,gini,2,10,5
0.3184782608695652,0.12366489263763385,gini,2,10,10
0.3184782608695652,0.12366489263763385,gini,2,10,15
0.3184782608695652,0.12366489263763385,gini,2,10,20
0.3184782608695652,0.12366489263763385,gini,2,15,2
0.3184782608695652,0.12366489263763385,gini,2,15,5
0.3184782608695652,0.12366489263763385,gini,2,15,10
0.3184782608695652,0.12366489263763385,gini,2,15,15
0.3184782608695652,0.12366489263763385,gini,2,15,20
0.3184782608695652,0.12366489263763385,gini,2,20,2
0.3184782608695652,0.12366489263763385,gini,2,20,5
0.3184782608695652,0.12366489263763385,gini,2,20,10
0.3184782608695652,0.12366489263763385,gini,2,20,15
0.3184782608695652,0.12366489263763385,gini,2,20,20
0.28478260869565214,0.09161438045958904,gini,5,1,2
0.23297101449275362,0.1192375836062414,gini,5,1,5
0.29347826086956524,0.10470951807645473,gini,5,1,10
0.2760869565217391,0.09078527399052652,gini,5,1,15
0.29347826086956524,0.10470951807645473,gini,5,1,20
0.23224637681159419,0.12501627703307042,gini,5,5,2
0.23224637681159419,0.12501627703307042,gini,5,5,5
0.23224637681159419,0.12501627703307042,gini,5,5,10
0.23224637681159419,0.12501627703307042,gini,5,5,15
0.2496376811594203,0.13565248358691276,gini,5,5,20
0.22427536231884057,0.11613209059458336,gini,5,10,2
0.22427536231884057,0.11613209059458336,gini,5,10,5
0.22427536231884057,0.11613209059458336,gini,5,10,10
0.22427536231884057,0.11613209059458336,gini,5,10,15
0.22427536231884057,0.11613209059458336,gini,5,10,20
0.19855072463768114,0.1193696248230377,gini,5,15,2
0.19855072463768114,0.1193696248230377,gini,5,15,5
0.19855072463768114,0.1193696248230377,gini,5,15,10
0.19855072463768114,0.1193696248230377,gini,5,15,15
0.19855072463768114,0.1193696248230377,gini,5,15,20
0.24891304347826085,0.1580241899598804,gini,5,20,2
0.24891304347826085,0.1580241899598804,gini,5,20,5
0.24891304347826085,0.1580241899598804,gini,5,20,10
0.24891304347826085,0.1580241899598804,gini,5,20,15
0.24891304347826085,0.1580241899598804,gini,5,20,20
0.20760869565217394,0.08920993273340518,gini,10,1,2
0.23260869565217393,0.03790346907426673,gini,10,1,5
0.2670289855072464,0.08158532142050767,gini,10,1,10
0.25833333333333336,0.0725940857180765,gini,10,1,15
0.3018115942028986,0.09579479924441009,gini,10,1,20
0.23224637681159419,0.1122697414890685,gini,10,5,2
0.23224637681159419,0.1122697414890685,gini,10,5,5
0.23224637681159419,0.1122697414890685,gini,10,5,10
0.22355072463768116,0.13368730581543592,gini,10,5,15
0.2496376811594203,0.13565248358691276,gini,10,5,20
0.22427536231884057,0.11613209059458336,gini,10,10,2
0.22427536231884057,0.11613209059458336,gini,10,10,5
0.22427536231884057,0.11613209059458336,gini,10,10,10
0.22427536231884057,0.11613209059458336,gini,10,10,15
0.22427536231884057,0.11613209059458336,gini,10,10,20
0.19855072463768114,0.1193696248230377,gini,10,15,2
0.19855072463768114,0.1193696248230377,gini,10,15,5
0.19855072463768114,0.1193696248230377,gini,10,15,10
0.19855072463768114,0.1193696248230377,gini,10,15,15
0.19855072463768114,0.1193696248230377,gini,10,15,20
0.24891304347826085,0.1580241899598804,gini,10,20,2
0.24891304347826085,0.1580241899598804,gini,10,20,5
0.24891304347826085,0.1580241899598804,gini,10,20,10
0.24891304347826085,0.1580241899598804,gini,10,20,15
0.24891304347826085,0.1580241899598804,gini,10,20,20
0.23333333333333334,0.07469042740130508,gini,15,1,2
0.25,0.03367811605397754,gini,15,1,5
0.2757246376811594,0.0664299515151643,gini,15,1,10
0.2670289855072464,0.06026267503272985,gini,15,1,15
0.3018115942028986,0.09579479924441009,gini,15,1,20
0.23224637681159419,0.1122697414890685,gini,15,5,2
0.23224637681159419,0.1122697414890685,gini,15,5,5
0.23224637681159419,0.1122697414890685,gini,15,5,10
0.22355072463768116,0.13368730581543592,gini,15,5,15
0.2496376811594203,0.13565248358691276,gini,15,5,20
0.22427536231884057,0.11613209059458336,gini,15,10,2
0.22427536231884057,0.11613209059458336,gini,15,10,5
0.22427536231884057,0.11613209059458336,gini,15,10,10
0.22427536231884057,0.11613209059458336,gini,15,10,15
0.22427536231884057,0.11613209059458336,gini,15,10,20
0.19855072463768114,0.1193696248230377,gini,15,15,2
0.19855072463768114,0.1193696248230377,gini,15,15,5
0.19855072463768114,0.1193696248230377,gini,15,15,10
0.19855072463768114,0.1193696248230377,gini,15,15,15
0.19855072463768114,0.1193696248230377,gini,15,15,20
0.24891304347826085,0.1580241899598804,gini,15,20,2
0.24891304347826085,0.1580241899598804,gini,15,20,5
0.24891304347826085,0.1580241899598804,gini,15,20,10
0.24891304347826085,0.1580241899598804,gini,15,20,15
0.24891304347826085,0.1580241899598804,gini,15,20,20
0.23333333333333334,0.07469042740130508,gini,20,1,2
0.25,0.03367811605397754,gini,20,1,5
0.2757246376811594,0.0664299515151643,gini,20,1,10
0.2670289855072464,0.06026267503272985,gini,20,1,15
0.3018115942028986,0.09579479924441009,gini,20,1,20
0.23224637681159419,0.1122697414890685,gini,20,5,2
0.23224637681159419,0.1122697414890685,gini,20,5,5
0.23224637681159419,0.1122697414890685,gini,20,5,10
0.22355072463768116,0.13368730581543592,gini,20,5,15
0.2496376811594203,0.13565248358691276,gini,20,5,20
0.22427536231884057,0.11613209059458336,gini,20,10,2
0.22427536231884057,0.11613209059458336,gini,20,10,5
0.22427536231884057,0.11613209059458336,gini,20,10,10
0.22427536231884057,0.11613209059458336,gini,20,10,15
0.22427536231884057,0.11613209059458336,gini,20,10,20
0.19855072463768114,0.1193696248230377,gini,20,15,2
0.19855072463768114,0.1193696248230377,gini,20,15,5
0.19855072463768114,0.1193696248230377,gini,20,15,10
0.19855072463768114,0.1193696248230377,gini,20,15,15
0.19855072463768114,0.1193696248230377,gini,20,15,20
0.24891304347826085,0.1580241899598804,gini,20,20,2
0.24891304347826085,0.1580241899598804,gini,20,20,5
0.24891304347826085,0.1580241899598804,gini,20,20,10
0.24891304347826085,0.1580241899598804,gini,20,20,15
0.24891304347826085,0.1580241899598804,gini,20,20,20
0.22463768115942032,0.06980634538430316,entropy,0,1,2
0.23369565217391303,0.12181674544453827,entropy,0,1,5
0.24202898550724639,0.16386427855191385,entropy,0,1,10
0.25833333333333336,0.1428032724666321,entropy,0,1,15
0.3105072463768116,0.11656535343535011,entropy,0,1,20
0.23224637681159419,0.12501627703307042,entropy,0,5,2
0.23224637681159419,0.12501627703307042,entropy,0,5,5
0.23224637681159419,0.12501627703307042,entropy,0,5,10
0.22355072463768116,0.13368730581543592,entropy,0,5,15
0.2670289855072464,0.12541885296417354,entropy,0,5,20
0.22427536231884057,0.11613209059458336,entropy,0,10,2
0.22427536231884057,0.11613209059458336,entropy,0,10,5
0.22427536231884057,0.11613209059458336,entropy,0,10,10
0.22427536231884057,0.11613209059458336,entropy,0,10,15
0.22427536231884057,0.11613209059458336,entropy,0,10,20
0.19855072463768114,0.1193696248230377,entropy,0,15,2
0.19855072463768114,0.1193696248230377,entropy,0,15,5
0.19855072463768114,0.1193696248230377,entropy,0,15,10
0.19855072463768114,0.1193696248230377,entropy,0,15,15
0.19855072463768114,0.1193696248230377,entropy,0,15,20
0.2402173913043478,0.15921594281391788,entropy,0,20,2
0.2402173913043478,0.15921594281391788,entropy,0,20,5
0.2402173913043478,0.15921594281391788,entropy,0,20,10
0.2402173913043478,0.15921594281391788,entropy,0,20,15
0.2402173913043478,0.15921594281391788,entropy,0,20,20
0.3184782608695652,0.12366489263763385,entropy,2,1,2
0.3184782608695652,0.12366489263763385,entropy,2,1,5
0.3184782608695652,0.12366489263763385,entropy,2,1,10
0.3184782608695652,0.12366489263763385,entropy,2,1,15
0.3184782608695652,0.12366489263763385,entropy,2,1,20
0.3184782608695652,0.12366489263763385,entropy,2,5,2
0.3184782608695652,0.12366489263763385,entropy,2,5,5
0.3184782608695652,0.12366489263763385,entropy,2,5,10
0.3184782608695652,0.12366489263763385,entropy,2,5,15
0.3184782608695652,0.12366489263763385,entropy,2,5,20
0.3184782608695652,0.12366489263763385,entropy,2,10,2
0.3184782608695652,0.12366489263763385,entropy,2,10,5
0.3184782608695652,0.12366489263763385,entropy,2,10,10
0.3184782608695652,0.12366489263763385,entropy,2,10,15
0.3184782608695652,0.12366489263763385,entropy,2,10,20
0.3184782608695652,0.12366489263763385,entropy,2,15,2
0.3184782608695652,0.12366489263763385,entropy,2,15,5
0.3184782608695652,0.12366489263763385,entropy,2,15,10
0.3184782608695652,0.12366489263763385,entropy,2,15,15
0.3184782608695652,0.12366489263763385,entropy,2,15,20
0.3184782608695652,0.12366489263763385,entropy,2,20,2
0.3184782608695652,0.12366489263763385,entropy,2,20,5
0.3184782608695652,0.12366489263763385,entropy,2,20,10
0.3184782608695652,0.12366489263763385,entropy,2,20,15
0.3184782608695652,0.12366489263763385,entropy,2,20,20
0.21557971014492755,0.14568641893191564,entropy,5,1,2
0.23297101449275362,0.16222176186012774,entropy,5,1,5
0.2673913043478261,0.15036188231122247,entropy,5,1,10
0.25,0.14935273075928407,entropy,5,1,15
0.2673913043478261,0.10252022715262259,entropy,5,1,20
0.21485507246376812,0.15011722647491216,entropy,5,5,2
0.21485507246376812,0.15011722647491216,entropy,5,5,5
0.21485507246376812,0.15011722647491216,entropy,5,5,10
0.21485507246376812,0.15011722647491216,entropy,5,5,15
0.2496376811594203,0.13565248358691276,entropy,5,5,20
0.22427536231884057,0.11613209059458336,entropy,5,10,2
0.22427536231884057,0.11613209059458336,entropy,5,10,5
0.22427536231884057,0.11613209059458336,entropy,5,10,10
0.22427536231884057,0.11613209059458336,entropy,5,10,15
0.22427536231884057,0.11613209059458336,entropy,5,10,20
0.19855072463768114,0.1193696248230377,entropy,5,15,2
0.19855072463768114,0.1193696248230377,entropy,5,15,5
0.19855072463768114,0.1193696248230377,entropy,5,15,10
0.19855072463768114,0.1193696248230377,entropy,5,15,15
0.19855072463768114,0.1193696248230377,entropy,5,15,20
0.2402173913043478,0.15921594281391788,entropy,5,20,2
0.2402173913043478,0.15921594281391788,entropy,5,20,5
0.2402173913043478,0.15921594281391788,entropy,5,20,10
0.2402173913043478,0.15921594281391788,entropy,5,20,15
0.2402173913043478,0.15921594281391788,entropy,5,20,20
0.20760869565217394,0.08920993273340518,entropy,10,1,2
0.23369565217391303,0.12181674544453827,entropy,10,1,5
0.24202898550724639,0.16386427855191385,entropy,10,1,10
0.25833333333333336,0.1428032724666321,entropy,10,1,15
0.3105072463768116,0.11656535343535011,entropy,10,1,20
0.23224637681159419,0.12501627703307042,entropy,10,5,2
0.23224637681159419,0.12501627703307042,entropy,10,5,5
0.23224637681159419,0.12501627703307042,entropy,10,5,10
0.22355072463768116,0.13368730581543592,entropy,10,5,15
0.2670289855072464,0.12541885296417354,entropy,10,5,20
0.22427536231884057,0.11613209059458336,entropy,10,10,2
0.22427536231884057,0.11613209059458336,entropy,10,10,5
0.22427536231884057,0.11613209059458336,entropy,10,10,10
0.22427536231884057,0.11613209059458336,entropy,10,10,15
0.22427536231884057,0.11613209059458336,entropy,10,10,20
0.19855072463768114,0.1193696248230377,entropy,10,15,2
0.19855072463768114,0.1193696248230377,entropy,10,15,5
0.19855072463768114,0.1193696248230377,entropy,10,15,10
0.19855072463768114,0.1193696248230377,entropy,10,15,15
0.19855072463768114,0.1193696248230377,entropy,10,15,20
0.2402173913043478,0.15921594281391788,entropy,10,20,2
0.2402173913043478,0.15921594281391788,entropy,10,20,5
0.2402173913043478,0.15921594281391788,entropy,10,20,10
0.2402173913043478,0.15921594281391788,entropy,10,20,15
0.2402173913043478,0.15921594281391788,entropy,10,20,20
0.21630434782608696,0.09924097574359414,entropy,15,1,2
0.23369565217391303,0.12181674544453827,entropy,15,1,5
0.24202898550724639,0.16386427855191385,entropy,15,1,10
0.25833333333333336,0.1428032724666321,entropy,15,1,15
0.3105072463768116,0.11656535343535011,entropy,15,1,20
0.23224637681159419,0.12501627703307042,entropy,15,5,2
0.23224637681159419,0.12501627703307042,entropy,15,5,5
0.23224637681159419,0.12501627703307042,entropy,15,5,10
0.22355072463768116,0.13368730581543592,entropy,15,5,15
0.2670289855072464,0.12541885296417354,entropy,15,5,20
0.22427536231884057,0.11613209059458336,entropy,15,10,2
0.22427536231884057,0.11613209059458336,entropy,15,10,5
0.22427536231884057,0.11613209059458336,entropy,15,10,10
0.22427536231884057,0.11613209059458336,entropy,15,10,15
0.22427536231884057,0.11613209059458336,entropy,15,10,20
0.19855072463768114,0.1193696248230377,entropy,15,15,2
0.19855072463768114,0.1193696248230377,entropy,15,15,5
0.19855072463768114,0.1193696248230377,entropy,15,15,10
0.19855072463768114,0.1193696248230377,entropy,15,15,15
0.19855072463768114,0.1193696248230377,entropy,15,15,20
0.2402173913043478,0.15921594281391788,entropy,15,20,2
0.2402173913043478,0.15921594281391788,entropy,15,20,5
0.2402173913043478,0.15921594281391788,entropy,15,20,10
0.2402173913043478,0.15921594281391788,entropy,15,20,15
0.2402173913043478,0.15921594281391788,entropy,15,20,20
0.23333333333333334,0.09275362318840583,entropy,20,1,2
0.23369565217391303,0.12181674544453827,entropy,20,1,5
0.24202898550724639,0.16386427855191385,entropy,20,1,10
0.25833333333333336,0.1428032724666321,entropy,20,1,15
0.3105072463768116,0.11656535343535011,entropy,20,1,20
0.23224637681159419,0.12501627703307042,entropy,20,5,2
0.23224637681159419,0.12501627703307042,entropy,20,5,5
0.23224637681159419,0.12501627703307042,entropy,20,5,10
0.22355072463768116,0.13368730581543592,entropy,20,5,15
0.2670289855072464,0.12541885296417354,entropy,20,5,20
0.22427536231884057,0.11613209059458336,entropy,20,10,2
0.22427536231884057,0.11613209059458336,entropy,20,10,5
0.22427536231884057,0.11613209059458336,entropy,20,10,10
0.22427536231884057,0.11613209059458336,entropy,20,10,15
0.22427536231884057,0.11613209059458336,entropy,20,10,20
0.19855072463768114,0.1193696248230377,entropy,20,15,2
0.19855072463768114,0.1193696248230377,entropy,20,15,5
0.19855072463768114,0.1193696248230377,entropy,20,15,10
0.19855072463768114,0.1193696248230377,entropy,20,15,15
0.19855072463768114,0.1193696248230377,entropy,20,15,20
0.2402173913043478,0.15921594281391788,entropy,20,20,2
0.2402173913043478,0.15921594281391788,entropy,20,20,5
0.2402173913043478,0.15921594281391788,entropy,20,20,10
0.2402173913043478,0.15921594281391788,entropy,20,20,15
0.2402173913043478,0.15921594281391788,entropy,20,20,20
